date,ticker,return
2024-01-03,AAPL,-0.02173773801650014
2024-01-04,AAPL,0.006878381811750822
2024-01-05,AAPL,0.00608075250637552
2024-01-08,AAPL,0.02071034393123483
2024-01-09,AAPL,-0.011117275138793792
2024-01-10,AAPL,-0.010003327018031305
2024-01-11,AAPL,-0.010927690090343556
2024-01-12,AAPL,-0.01798185536466612
2024-01-15,AAPL,-0.05175134454328967
2024-01-16,AAPL,0.019507410220493515
2024-01-17,AAPL,0.016829518482745165
2024-01-18,AAPL,-0.029977607549665053
2024-01-19,AAPL,-0.008060965463632774
2024-01-22,AAPL,-0.01434817179236203
2024-01-23,AAPL,-0.013567107257323019
2024-01-24,AAPL,-0.04229221074637113
2024-01-25,AAPL,-0.012089463674901046
2024-01-26,AAPL,0.012454536076642153
2024-01-29,AAPL,0.05168924498550975
2024-01-30,AAPL,0.008384833545584724
2024-01-31,AAPL,0.00294422552147644
2024-02-01,AAPL,-0.009808708173743241
2024-02-02,AAPL,-0.011505229117661941
2024-02-05,AAPL,0.01944881603891968
2024-02-06,AAPL,0.00632132294876353
2024-02-07,AAPL,-0.012211643875137068
2024-02-08,AAPL,-0.019930651613144335
2024-02-09,AAPL,-0.002735301924247535
2024-02-12,AAPL,-0.010172760016574744
2024-02-13,AAPL,0.00038884067514977083
2024-02-14,AAPL,-0.0040888851692006956
2024-02-15,AAPL,0.008287301746345177
2024-02-16,AAPL,-0.02480261449641452
2024-02-19,AAPL,0.022340230576490372
2024-02-20,AAPL,0.056066164649595684
2024-02-21,AAPL,0.024372867345563876
2024-02-22,AAPL,0.004872872855022026
2024-02-23,AAPL,0.018134749507533465
2024-02-26,AAPL,-0.019681879815614978
2024-02-27,AAPL,-0.031165334741935946
2024-02-28,AAPL,0.015973431905876856
2024-02-29,AAPL,-0.010262504864058664
2024-03-01,AAPL,-0.026433701296133538
2024-03-04,AAPL,-0.017111795711388877
2024-03-05,AAPL,-0.022111210096628753
2024-03-06,AAPL,0.0031889527654656025
2024-03-07,AAPL,0.01214252500360491
2024-03-08,AAPL,0.018255001756827705
2024-03-11,AAPL,0.018386771459945273
2024-03-12,AAPL,0.015599589691658977
2024-03-13,AAPL,-0.003643349936389595
2024-03-14,AAPL,-0.011969233303941618
2024-03-15,AAPL,-0.02966334603531451
2024-03-18,AAPL,0.022493221482490666
2024-03-19,AAPL,-0.003054815497236296
2024-03-20,AAPL,-0.007708049432667008
2024-03-21,AAPL,0.024095039885730696
2024-03-22,AAPL,-0.01746445512190331
2024-03-25,AAPL,0.017195650355630532
2024-03-26,AAPL,0.006431384603561963
2024-03-27,AAPL,-0.0202566498987512
2024-03-28,AAPL,-0.0010162767951431562
2024-03-29,AAPL,0.019959260764652598
2024-04-01,AAPL,0.016412025439901612
2024-04-02,AAPL,0.03040895449606129
2024-04-03,AAPL,0.007263772209973318
2024-04-04,AAPL,0.06794556582151912
2024-04-05,AAPL,-0.017907989446798722
2024-04-08,AAPL,-0.007472308078374401
2024-01-03,AMZN,-0.004883234229146605
2024-01-04,AMZN,0.013409140423498389
2024-01-05,AMZN,0.02787120576425628
2024-01-08,AMZN,-0.018798324090191443
2024-01-09,AMZN,0.014221447517478225
2024-01-10,AMZN,0.021667796610169487
2024-01-11,AMZN,-0.03467411211976423
2024-01-12,AMZN,-0.023164450585426932
2024-01-15,AMZN,-0.04028472706033037
2024-01-16,AMZN,-0.004889038800673151
2024-01-17,AMZN,0.01485154898597929
2024-01-18,AMZN,0.030546323205076886
2024-01-19,AMZN,0.001981579239390685
2024-01-22,AMZN,0.03307351271152181
2024-01-23,AMZN,-0.027102037204680185
2024-01-24,AMZN,-0.03356764688906344
2024-01-25,AMZN,-0.00061171045463837
2024-01-26,AMZN,0.008181655200638849
2024-01-29,AMZN,-0.0001544737206073954
2024-01-30,AMZN,-0.0408484432571683
2024-01-31,AMZN,-0.0012829997846058872
